雲南行中書謀粘路,雲南行中書,謀粘路
新疆省迪化直隸州,新疆省,迪化直隸州
黑龍江省佳木斯市,黑龍江省,佳木斯市
涼山彝族自治會理,涼山彝族自治,會理
隴右臨洮郡都督府,隴右,臨洮郡都督府
遼東都指揮使州衛,遼東都指揮使,州衛
黃南藏族自治尖扎,黃南藏族自治,尖扎
山西省遼州直隸州,山西省,遼州直隸州
山西布政司平陽府,山西布政司,平陽府
湖廣布政司漢陽府,湖廣布政司,漢陽府
江南豫章郡都督府,江南,豫章郡都督府
宋代封國封郡清郡,宋代封國封郡,清郡
中軍都督徐州左衛,中軍都督,徐州左衛
常德市常德市轄區,常德市,常德市轄區
宋代封國封郡豐國,宋代封國封郡,豐國
成都都衛成都右衛,成都都衛,成都右衛
宋代封國封房陵郡,宋代封國封,房陵郡
燕山都衛大興左衛,燕山都衛,大興左衛
福建諸汀漳分巡道,福建諸,汀漳分巡道
後軍都督神武左衛,後軍都督,神武左衛
燕山都衛燕山後衛,燕山都衛,燕山後衛
劍南道松州都督府,劍南道,松州都督府
臨安府安南長官司,臨安府,安南長官司
珠海市珠海市轄區,珠海市,珠海市轄區
宋代封國封上谷郡,宋代封國封,上谷郡
四川省懋功直隸廳,四川省,懋功直隸廳
雲南都指雲南右衛,雲南都指,雲南右衛
宋代封國封郡燕國,宋代封國封郡,燕國
銀南地區青銅峽市,銀南地區,青銅峽市
黑龍江呼倫直隸廳,黑龍江,呼倫直隸廳
宋代封國封通義郡,宋代封國封,通義郡
新疆省諸道和闐道,新疆省諸道,和闐道
廣東諸海北分守道,廣東諸,海北分守道
普洱府車里宣慰司,普洱府,車里宣慰司
黃山市黃山市轄區,黃山市,黃山市轄區
楚雄彝族自治永仁,楚雄彝族自治,永仁
阿勒泰地阿勒泰市,阿勒泰地,阿勒泰市
廣西布政司慶遠府,廣西布政司,慶遠府
江浙行中書處州路,江浙行中書,處州路
打箭爐直隸廳順化,打箭爐直隸廳,順化
隴右道岷州總管府,隴右道,岷州總管府
廣西省上思直隸廳,廣西省,上思直隸廳
中軍都督府新安衛,中軍都督府,新安衛
江浙行中書台州路,江浙行中書,台州路
果洛藏族自治九治,果洛藏族自治,九治
河北道安東都護府,河北道,安東都護府
江南道湘南;南湘,江南道,湘南;南湘
四川諸川西分巡道,四川諸,川西分巡道
宋代封國封郡袁國,宋代封國封郡,袁國
湖廣行都指瞿塘衛,湖廣行都指,瞿塘衛
海南特別行政樂會,海南特別行政,樂會
廣西廣西省諸道區,廣西,廣西省諸道區
陝西行都指肅州衛,陝西行都指,肅州衛
宋代封國封郡恭國,宋代封國封郡,恭國
四川諸川北分巡道,四川諸,川北分巡道
江浙行中書汀州路,江浙行中書,汀州路
宋代封國封隴西郡,宋代封國封,隴西郡
涼山彝族自治普格,涼山彝族自治,普格
浙江諸杭嚴分守道,浙江諸,杭嚴分守道
奉天省營口直隸廳,奉天省,營口直隸廳
江西布政司贛州府,江西布政司,贛州府
西藏康部單東土司,西藏康部,單東土司
山東山東省諸道區,山東,山東省諸道區
河州積石州千戶所,河州,積石州千戶所
天津市轄區塘沽區,天津市轄區,塘沽區
廣西布政司憑祥州,廣西布政司,憑祥州
四川都指成都左衛,四川都指,成都左衛
宋代封國封常山郡,宋代封國封,常山郡
宋代封國封嘉興郡,宋代封國封,嘉興郡
雲南省隴川設治局,雲南省,隴川設治局
山東省袞沂曹濟道,山東省,袞沂曹濟道
後軍都督府興武衛,後軍都督府,興武衛
打箭爐直隸理化廳,打箭爐直隸,理化廳
梧州市梧州市轄區,梧州市,梧州市轄區
杭州市杭州市轄區,杭州市,杭州市轄區
四川省眉州直隸州,四川省,眉州直隸州
萬全都指延慶左衛,萬全都指,延慶左衛
日喀則地區南木林,日喀則地區,南木林
阿克蘇地區阿瓦提,阿克蘇地區,阿瓦提
廣州市廣州市轄區,廣州市,廣州市轄區
雲南行中書德昌路,雲南行中書,德昌路
劍南漢源郡都督府,劍南,漢源郡都督府
天水市天水市轄區,天水市,天水市轄區
宋代封國封郡建國,宋代封國封郡,建國
中軍都督府安徽衛,中軍都督府,安徽衛
海南特別行政臨高,海南特別行政,臨高
山東諸左衛兵備道,山東諸,左衛兵備道
石阡府龍泉長官司,石阡府,龍泉長官司
宋代封國封長安郡,宋代封國封,長安郡
巴音郭楞蒙古和靜,巴音郭楞蒙古,和靜
江西都指南昌左衛,江西都指,南昌左衛
湖廣行都指荊州衛,湖廣行都指,荊州衛
中軍都督府皇陵衛,中軍都督府,皇陵衛
劍南道茂州都督府,劍南道,茂州都督府
都畿道洛州都督府,都畿道,洛州都督府
湖廣行中書省賀州,湖廣行中書省,賀州
鳳翔府鳳翔軍節度,鳳翔府,鳳翔軍節度
江西諸南昌兵備道,江西諸,南昌兵備道
中華民國西藏地方,中華民國,西藏地方
四川省酉陽直隸州,四川省,酉陽直隸州
濱江郭爾羅斯後旗,濱江,郭爾羅斯後旗
江浙行中書杭州路,江浙行中書,杭州路
廣西布政司都康州,廣西布政司,都康州
廣東諸嶺南分巡道,廣東諸,嶺南分巡道
安順寧谷寨長官司,安順,寧谷寨長官司
江南西潭州都督府,江南西,潭州都督府
日喀則地區聶拉木,日喀則地區,聶拉木
宋代封國封宣城郡,宋代封國封,宣城郡
果洛藏族自治班瑪,果洛藏族自治,班瑪
中都留守司蘇州府,中都留守司,蘇州府
陝西陝西省諸道區,陝西,陝西省諸道區
河源市河源市轄區,河源市,河源市轄區
宋代封國封武威郡,宋代封國封,武威郡
臨安左能甸長官司,臨安,左能甸長官司
陝西行中書省成州,陝西行中書省,成州
集慶路集慶錄事司,集慶路,集慶錄事司
貴州宣盧山長官司,貴州宣,盧山長官司
三業市三業市轄區,三業市,三業市轄區
陝西布政司延安府,陝西布政司,延安府
湖廣行中書省湖北,湖廣行中書省,湖北
宋代封國封郡潤國,宋代封國封郡,潤國
宋代封國封渤海郡,宋代封國封,渤海郡
遼東諸遼東兵備道,遼東諸,遼東兵備道
嶺北行中書齊王部,嶺北行中書,齊王部
福建諸興泉兵備道,福建諸,興泉兵備道
嘉興路嘉興錄事司,嘉興路,嘉興錄事司
涼山彝族自治鹽源,涼山彝族自治,鹽源
甘肅行中書西寧州,甘肅行中書,西寧州
吉林省諸道吉長道,吉林省諸道,吉長道
後軍都督府會州衛,後軍都督府,會州衛
天津市轄區漢沽市,天津市轄區,漢沽市
浙江諸台州兵備道,浙江諸,台州兵備道
湖廣諸蘄州兵備道,湖廣諸,蘄州兵備道
山東諸海右分守道,山東諸,海右分守道
河南布政司河南府,河南布政司,河南府
遼東都指瀋陽中衛,遼東都指,瀋陽中衛
江西布政司袁州府,江西布政司,袁州府
上溪施溶溪長官司,上溪,施溶溪長官司
福建都指福州中衛,福建都指,福州中衛
湖廣行中書思州路,湖廣行中書,思州路
雲南布政司廣西府,雲南布政司,廣西府
廣西布政司鎮遠州,廣西布政司,鎮遠州
龍里把平寨長官司,龍里,把平寨長官司
江浙行中書徽州路,江浙行中書,徽州路
四川布政司敘州府,四川布政司,敘州府
湖廣布政司黃州府,湖廣布政司,黃州府
雲南布政司楚雄府,雲南布政司,楚雄府
山東諸冀北分守道,山東諸,冀北分守道
福建都指福州右衛,福建都指,福州右衛
宋代封國封清原郡,宋代封國封,清原郡
甘肅省平慶涇固道,甘肅省,平慶涇固道
關內道夏州都督府,關內道,夏州都督府
四川省石砫直隸廳,四川省,石砫直隸廳
黑龍江大賚直隸廳,黑龍江,大賚直隸廳
廣州路廣州錄事司,廣州路,廣州錄事司
宋代封國封郡曹國,宋代封國封郡,曹國
關內平涼郡都督府,關內,平涼郡都督府
廣東省諸道嶺南道,廣東省諸道,嶺南道
大興安岭加格達奇,大興安岭,加格達奇
甘孜藏族自治丹巴,甘孜藏族自治,丹巴
思州軍民安撫偏橋,思州軍民安撫,偏橋
雲南省碧江設治局,雲南省,碧江設治局
宋代封國封天水郡,宋代封國封,天水郡
嶺南道邕州都督府,嶺南道,邕州都督府
遼陽行中書開元路,遼陽行中書,開元路
後軍都督府江陰衛,後軍都督府,江陰衛
內蒙古自治興安盟,內蒙古自治,興安盟
宋代封國封武寧郡,宋代封國封,武寧郡
雲南行中書臨安路,雲南行中書,臨安路
宋代封國封郡英國,宋代封國封郡,英國
直隸省深州直隸州,直隸省,深州直隸州
鷹潭市鷹潭市轄區,鷹潭市,鷹潭市轄區
雲南行中書茫施路,雲南行中書,茫施路
甘肅省秦州直隸州,甘肅省,秦州直隸州
雲南布政司臨安府,雲南布政司,臨安府
南通市南通市轄區,南通市,南通市轄區
浙江諸金衢分巡道,浙江諸,金衢分巡道
陝西諸河西分守道,陝西諸,河西分守道
河南布政司汝寧府,河南布政司,汝寧府
山西行都指高山衛,山西行都指,高山衛
西寧市西寧市轄區,西寧市,西寧市轄區
湖廣行中書潭州路,湖廣行中書,潭州路
宋代封國封饒陽郡,宋代封國封,饒陽郡
安徽徽寧池太廣道,安徽,徽寧池太廣道
福建諸福寧分巡道,福建諸,福寧分巡道
陝西行都指永昌衛,陝西行都指,永昌衛
麗江軍民府通安州,麗江軍民府,通安州
甘孜藏族自治白玉,甘孜藏族自治,白玉
宋代封國封樂平郡,宋代封國封,樂平郡
中軍都督留守中衛,中軍都督,留守中衛
陝西省諸道漢中道,陝西省諸道,漢中道
甘肅巴里坤直隸廳,甘肅,巴里坤直隸廳
壽春府忠正軍節度,壽春府,忠正軍節度
宋代封國封郡邕國,宋代封國封郡,邕國
宋代封國封淳安郡,宋代封國封,淳安郡
陝西諸神木兵備道,陝西諸,神木兵備道
四川行中書夔州路,四川行中書,夔州路
宋代封國封臨海郡,宋代封國封,臨海郡
河南行中書荊門州,河南行中書,荊門州
宋代封國封崇德郡,宋代封國封,崇德郡
宋代封國封華陰郡,宋代封國封,華陰郡
湖北省諸道施鶴道,湖北省諸道,施鶴道
廣西布政司平樂府,廣西布政司,平樂府
楚州楚州海岸海水,楚州,楚州海岸海水
陝西省乾州直隸州,陝西省,乾州直隸州
廣西布政司潯州府,廣西布政司,潯州府
四川省諸道邊西道,四川省諸道,邊西道
海口市海口市轄區,海口市,海口市轄區
慶遠府永定長官司,慶遠府,永定長官司
劍南道劍南軍節度,劍南道,劍南軍節度
中軍都督府六安衛,中軍都督府,六安衛
永順軍民宣上溪州,永順軍民宣,上溪州
迪慶藏族自治中甸,迪慶藏族自治,中甸
河南布政司彰德府,河南布政司,彰德府
太原市太原市轄區,太原市,太原市轄區
關內榆林郡都督府,關內,榆林郡都督府
宋代封國封安唐郡,宋代封國封,安唐郡
宋代封國封同安郡,宋代封國封,同安郡
松潘別思寨長官司,松潘,別思寨長官司
宋代封國封恩平郡,宋代封國封,恩平郡
宋代封國封齊安郡,宋代封國封,齊安郡
湖廣諸沅靖分巡道,湖廣諸,沅靖分巡道
雲南諸金滄分巡道,雲南諸,金滄分巡道
湖廣下荊南分巡道,湖廣,下荊南分巡道
楚雄彝族自治元謀,楚雄彝族自治,元謀
淮南道安州總管府,淮南道,安州總管府
山西行都指蔚州衛,山西行都指,蔚州衛
湖廣行中書來安路,湖廣行中書,來安路
江蘇省太倉直隸州,江蘇省,太倉直隸州
汕尾市汕尾市轄區,汕尾市,汕尾市轄區
陝西行中書省茂州,陝西行中書省,茂州
河南行中書汴梁路,河南行中書,汴梁路
宋代封國封濟陰郡,宋代封國封,濟陰郡
廣西省諸道桂林道,廣西省諸道,桂林道
隴右道隴右軍節度,隴右道,隴右軍節度
淮南道安州都督府,淮南道,安州都督府
阿勒泰地區吉木乃,阿勒泰地區,吉木乃
隆德府昭德軍節度,隆德府,昭德軍節度
紹興市紹興市轄區,紹興市,紹興市轄區
嘉興市嘉興市城區,嘉興市,嘉興市城區
河南省諸道汝陽道,河南省諸道,汝陽道
宋代封國封郡舒國,宋代封國封郡,舒國
陝西布政司鞏昌府,陝西布政司,鞏昌府
漯河市漯河市轄區,漯河市,漯河市轄區
浙江布政司金華府,浙江布政司,金華府
江浙行中書平江路,江浙行中書,平江路
大理白族自治雲龍,大理白族自治,雲龍
後軍都督府天津衛,後軍都督府,天津衛
親軍指揮使彭城衛,親軍指揮使,彭城衛
湖廣行中書高州路,湖廣行中書,高州路
四川四川道宣慰司,四川,四川道宣慰司
京東西廣濟軍節度,京東西,廣濟軍節度
奴兒干都兀也吾衛,奴兒干都,兀也吾衛
四川都指成都前衛,四川都指,成都前衛
江蘇省江南蘇松道,江蘇省,江南蘇松道
雲南諸洱海分巡道,雲南諸,洱海分巡道
程番府麻嚮長官司,程番府,麻嚮長官司
山西省沁州直隸州,山西省,沁州直隸州
山東省通登萊青道,山東省,通登萊青道
貴州布政司思南府,貴州布政司,思南府
奴兒干都司泰寧衛,奴兒干都司,泰寧衛
河北建安州都督府,河北,建安州都督府
湖廣諸辰沅兵備道,湖廣諸,辰沅兵備道
貴州宣水東長官司,貴州宣,水東長官司
宋代封國封郡溫國,宋代封國封郡,溫國
遼東都指兗州護衛,遼東都指,兗州護衛
湖廣行中書辰州路,湖廣行中書,辰州路
貴州省松桃直隸廳,貴州省,松桃直隸廳
江西省諸道贛南道,江西省諸道,贛南道
山西省忻州直隸州,山西省,忻州直隸州
開封市開封市轄區,開封市,開封市轄區
宋代封國封郡漢國,宋代封國封郡,漢國
湖廣湖廣道宣慰司,湖廣,湖廣道宣慰司
雲南都指雲南前衛,雲南都指,雲南前衛
襄陽山南東道節度,襄陽,山南東道節度
中華民國興安西省,中華民國,興安西省
遼寧奉天省諸道區,遼寧,奉天省諸道區
湖北省湖廣荊西道,湖北省,湖廣荊西道
福建布政司興化府,福建布政司,興化府
雲南阿墩子行政區,雲南,阿墩子行政區
成都市成都市轄區,成都市,成都市轄區
雲南諸瀾滄分守道,雲南諸,瀾滄分守道
廣西諸左江分守道,廣西諸,左江分守道
登科府昌都理事官,登科府,昌都理事官
吉林省諸道延吉道,吉林省諸道,延吉道
湛江市湛江市轄區,湛江市,湛江市轄區
河南省諸道豫西道,河南省諸道,豫西道
河西晉昌郡都督府,河西,晉昌郡都督府
陝西行中書莊浪州,陝西行中書,莊浪州
嶺南道桂州都督府,嶺南道,桂州都督府
上溪臘惹峒長官司,上溪,臘惹峒長官司
宋代封國封新平郡,宋代封國封,新平郡
吉林省琿春直隸廳,吉林省,琿春直隸廳
宋代封國封博陵郡,宋代封國封,博陵郡
庫爾喀喇烏蘇晶河,庫爾喀喇烏蘇,晶河
宋代封國封周漢國,宋代封國封,周漢國
湖廣總制鄖陽撫治,湖廣總制,鄖陽撫治
宋代封國封郡魯國,宋代封國封郡,魯國
四川省雜谷直隸廳,四川省,雜谷直隸廳
廣東諸海北分巡道,廣東諸,海北分巡道
海北藏族自治海晏,海北藏族自治,海晏
隴右道岷州都督府,隴右道,岷州都督府
宋代封國封金鄉郡,宋代封國封,金鄉郡
山西省興和直隸廳,山西省,興和直隸廳
廣西都指桂林右衛,廣西都指,桂林右衛
遼陽行中書北京路,遼陽行中書,北京路
宋代封國封武陽郡,宋代封國封,武陽郡
山西省平定直隸州,山西省,平定直隸州
宋代封國封信安郡,宋代封國封,信安郡
福建諸建南兵備道,福建諸,建南兵備道
四川省成綿龍茂道,四川省,成綿龍茂道
甘肅省安西直隸州,甘肅省,安西直隸州
湖廣布政司永州府,湖廣布政司,永州府
河州滅乞軍千戶所,河州,滅乞軍千戶所
江浙行中書紹興路,江浙行中書,紹興路
宋代封國封鄱陽郡,宋代封國封,鄱陽郡
萬全都指隆慶左衛,萬全都指,隆慶左衛
山西省五原直隸廳,山西省,五原直隸廳
龍江省杜爾伯特旗,龍江省,杜爾伯特旗
河池地羅城自治縣,河池地,羅城自治縣
河南行中書蘄州路,河南行中書,蘄州路
江西省諸道豫章道,江西省諸道,豫章道
江浙行中書湖州路,江浙行中書,湖州路
茂名市茂名市轄區,茂名市,茂名市轄區
陝西行中書臨洮府,陝西行中書,臨洮府
河西道涼州都督府,河西道,涼州都督府
宋代封國封樂安郡,宋代封國封,樂安郡
關內道原州總督府,關內道,原州總督府
汕頭市汕頭市轄區,汕頭市,汕頭市轄區
雲南省怒江自治州,雲南省,怒江自治州
百色直隸廳恩陽州,百色直隸廳,恩陽州
雲南諸安普分守道,雲南諸,安普分守道
吐魯番直隸廳辟展,吐魯番直隸廳,辟展
浙江都指杭州前衛,浙江都指,杭州前衛
後軍都督府通州衛,後軍都督府,通州衛
甘孜藏族自治甘孜,甘孜藏族自治,甘孜
江南東越州總管府,江南東,越州總管府
宋代封國封馮翊郡,宋代封國封,馮翊郡
騰越直隸廳臘撒司,騰越直隸廳,臘撒司
古城領隊大臣木壘,古城領隊大臣,木壘
玉樹藏族自治雜多,玉樹藏族自治,雜多
湖廣布政司荊州府,湖廣布政司,荊州府
甘肅省諸道渭川道,甘肅省諸道,渭川道
山東諸山東監察道,山東諸,山東監察道
丹東市丹東市轄區,丹東市,丹東市轄區
甘孜藏族自治新龍,甘孜藏族自治,新龍
河西道涼州總管府,河西道,涼州總管府
江西江西道宣慰司,江西,江西道宣慰司
河州衛鐵城千戶所,河州衛,鐵城千戶所
山南東荆州都督府,山南東,荆州都督府
萬全都指宣府左衛,萬全都指,宣府左衛
思茅地景谷自治縣,思茅地,景谷自治縣
熱河翁牛特左翼旗,熱河,翁牛特左翼旗
陝西省綏德直隸州,陝西省,綏德直隸州
福建省龍巖直隸州,福建省,龍巖直隸州
山西省陶林直隸廳,山西省,陶林直隸廳
山東省諸道濟寧道,山東省諸道,濟寧道
黑龍江安達直隸廳,黑龍江,安達直隸廳
雲南行中書仁德府,雲南行中書,仁德府
四川播州宣慰使司,四川,播州宣慰使司
阿壩藏族羌族南坪,阿壩藏族羌族,南坪
宋代封國封高陽郡,宋代封國封,高陽郡
山西行都指天城衛,山西行都指,天城衛
宋代封國封郡濮國,宋代封國封郡,濮國
阿勒泰地區布爾津,阿勒泰地區,布爾津
中都留守司鎮江府,中都留守司,鎮江府
零陵地區冷水灘市,零陵地區,冷水灘市
宋代封國封懷德郡,宋代封國封,懷德郡
關內道涇州總管府,關內道,涇州總管府
松潘蠟匝簇長官司,松潘,蠟匝簇長官司
山東諸冀北分巡道,山東諸,冀北分巡道
四川諸敘馬兵備道,四川諸,敘馬兵備道
淮南道淮西軍節度,淮南道,淮西軍節度
河南行中書中興路,河南行中書,中興路
甘肅省護平慶涇道,甘肅省,護平慶涇道
奉天省莊河直隸廳,奉天省,莊河直隸廳
甘肅省諸道涇原道,甘肅省諸道,涇原道
宋代封國封郡莒國,宋代封國封郡,莒國
湖廣行中書平樂府,湖廣行中書,平樂府
山東諸曹濮兵備道,山東諸,曹濮兵備道
中軍都督府蘇州衛,中軍都督府,蘇州衛
雲南省貢山設治局,雲南省,貢山設治局
宋代封國封延安郡,宋代封國封,延安郡
臨夏回族自治臨夏,臨夏回族自治,臨夏
鎮沅祿谷寨長官司,鎮沅,祿谷寨長官司
江南東越州都督府,江南東,越州都督府
後軍都督忠義中衛,後軍都督,忠義中衛
雲南行中書烏蒙路,雲南行中書,烏蒙路
江蘇省海州直隸州,江蘇省,海州直隸州
中軍都督府神策衛,中軍都督府,神策衛
萍鄉市萍鄉市轄區,萍鄉市,萍鄉市轄區
黑龍江肇州直隸廳,黑龍江,肇州直隸廳
江西省吉南贛甯道,江西省,吉南贛甯道
廣東諸韶南兵備道,廣東諸,韶南兵備道
湖廣布政司武昌府,湖廣布政司,武昌府
四川諸昌州兵備道,四川諸,昌州兵備道
湖廣上江防分守道,湖廣,上江防分守道
麗江軍民府寶山州,麗江軍民府,寶山州
茂州衛靜州長官司,茂州衛,靜州長官司
日喀則地區謝通門,日喀則地區,謝通門
宋代封國封高平郡,宋代封國封,高平郡
廣東諸高肇兵備道,廣東諸,高肇兵備道
建陽地區武夷山市,建陽地區,武夷山市
中都留守司揚州府,中都留守司,揚州府
陝西諸西寧兵備道,陝西諸,西寧兵備道
劍南越巂郡都督府,劍南,越巂郡都督府
陝西行中書太原路,陝西行中書,太原路
湖廣行中書南寧路,湖廣行中書,南寧路
中軍都督府沂州衛,中軍都督府,沂州衛
後軍都督宣府前衛,後軍都督,宣府前衛
程番小龍番長官司,程番,小龍番長官司
金昌市金昌市轄區,金昌市,金昌市轄區
江西都指南昌前衛,江西都指,南昌前衛
文山壯族苗族硯山,文山壯族苗族,硯山
後軍都督府隆慶衛,後軍都督府,隆慶衛
寧夏巡撫寧夏前衛,寧夏巡撫,寧夏前衛
呼和浩特市玉泉區,呼和浩特市,玉泉區
湖廣布政司岳州府,湖廣布政司,岳州府
雲南省諸道滇中道,雲南省諸道,滇中道
奴兒干都虎ㄦ文衛,奴兒干都,虎ㄦ文衛
陝西布政司平凉府,陝西布政司,平凉府
奴兒干都納鄰河衛,奴兒干都,納鄰河衛
中都留守司安慶府,中都留守司,安慶府
四川行中書成都路,四川行中書,成都路
河北前魏州總管府,河北,前魏州總管府
雲南行中書車里府,雲南行中書,車里府
山東省諸道岱南道,山東省諸道,岱南道
玉樹藏族自治囊謙,玉樹藏族自治,囊謙
中都留守司鳳陽府,中都留守司,鳳陽府
陝西諸鞏昌兵備道,陝西諸,鞏昌兵備道
河南省淅川直隸廳,河南省,淅川直隸廳
廣西諸左江兵備道,廣西諸,左江兵備道
銅仁府提溪長官司,銅仁府,提溪長官司
濱州濱州海岸海水,濱州,濱州海岸海水
宋代封國封定襄郡,宋代封國封,定襄郡
程番府盧番長官司,程番府,盧番長官司
甘肅省奇台直隸廳,甘肅省,奇台直隸廳
保定總督保定巡撫,保定總督,保定巡撫
中都留守司廣德州,中都留守司,廣德州
後軍都督府武清衛,後軍都督府,武清衛
關內朔方郡都督府,關內,朔方郡都督府
雲南行中書雲遠路,雲南行中書,雲遠路
湖廣行中書省貴州,湖廣行中書省,貴州
廣西布政司南寧府,廣西布政司,南寧府
雲南省諸道滇南道,雲南省諸道,滇南道
曲靖軍民府霑益衛,曲靖軍民府,霑益衛
雲南行中書麗江路,雲南行中書,麗江路
京兆府永平軍節度,京兆府,永平軍節度
江西諸贛州兵備道,江西諸,贛州兵備道
順昌府順昌軍節度,順昌府,順昌軍節度
巴音郭楞蒙古若羌,巴音郭楞蒙古,若羌
宋代封國封豫章郡,宋代封國封,豫章郡
山西行都指天成衛,山西行都指,天成衛
海南藏族自治同德,海南藏族自治,同德
永昌府干崖宣撫司,永昌府,干崖宣撫司
涼山彝族自治美姑,涼山彝族自治,美姑
淮南道壽州都督府,淮南道,壽州都督府
宋代封國封上饒郡,宋代封國封,上饒郡
延邊朝鮮族敦化市,延邊朝鮮族,敦化市
新疆省諸道伊犁道,新疆省諸道,伊犁道
福建布政司福州府,福建布政司,福州府
河南行中書高郵府,河南行中書,高郵府
松潘衛長寧安撫司,松潘衛,長寧安撫司
安徽省滁州直隸州,安徽省,滁州直隸州
江蘇省諸道徐州道,江蘇省諸道,徐州道
宋代封國封郡思國,宋代封國封郡,思國
思南府郎溪長官司,思南府,郎溪長官司
廣南西路廣南西路,廣南西路,廣南西路
臨安府鎮海軍節度,臨安府,鎮海軍節度
白銀市白銀市轄區,白銀市,白銀市轄區
陝西行中書省秦州,陝西行中書省,秦州
廣西布政司太平府,廣西布政司,太平府
河北道幽州總管府,河北道,幽州總管府
中都留守司寧國府,中都留守司,寧國府
孟州河陽三城節度,孟州,河陽三城節度
烏蘭察布盟清水河,烏蘭察布盟,清水河
岳陽市岳陽市轄區,岳陽市,岳陽市轄區
四川布政司松潘衛,四川布政司,松潘衛
中華民國興安南省,中華民國,興安南省
西安都衛西安前衛,西安都衛,西安前衛
關內靈武郡都督府,關內,靈武郡都督府
陝西省諸道陝東道,陝西省諸道,陝東道
馬湖府平夷長官司,馬湖府,平夷長官司
思州軍民安撫務川,思州軍民安撫,務川
安慶市安慶市轄區,安慶市,安慶市轄區
廣西布政司茗盈州,廣西布政司,茗盈州
廣東省連山直隸廳,廣東省,連山直隸廳
湖廣布政司長沙府,湖廣布政司,長沙府
吉林省濛江直隸州,吉林省,濛江直隸州
四川酉陽宣慰使司,四川,酉陽宣慰使司
雲南省蒙化直隸廳,雲南省,蒙化直隸廳
宋代封國封郡魏國,宋代封國封郡,魏國
浙江布政司明州府,浙江布政司,明州府
河北西靜安軍節度,河北西,靜安軍節度
江浙行中書漳州路,江浙行中書,漳州路
山東省諸道膠東道,山東省諸道,膠東道
安東都護府磨米城,安東都護府,磨米城
曲靖軍民府霑益州,曲靖軍民府,霑益州
大同都察罕腦兒衛,大同都,察罕腦兒衛
中軍都督府儀真衛,中軍都督府,儀真衛
山東諸寧武兵備道,山東諸,寧武兵備道
陝西行都指沙州衛,陝西行都指,沙州衛
遼陽行中書廣寧路,遼陽行中書,廣寧路
宋代封國封南陽郡,宋代封國封,南陽郡
天津巡撫天津右衛,天津巡撫,天津右衛
宋代封國封濟陽郡,宋代封國封,濟陽郡
中都留守司長淮衛,中都留守司,長淮衛
宋代封國封普寧郡,宋代封國封,普寧郡
山東諸濟寧分巡道,山東諸,濟寧分巡道
甘肅省諸道隴南道,甘肅省諸道,隴南道
永寧州頂營長官司,永寧州,頂營長官司
海南特別行政儋縣,海南特別行政,儋縣
肇慶市肇慶市轄區,肇慶市,肇慶市轄區
歸順直隸下雷土州,歸順直隸,下雷土州
遼東都指定遼中衛,遼東都指,定遼中衛
湖北巴里坤鎮迪道,湖北,巴里坤鎮迪道
松潘山洞簇長官司,松潘,山洞簇長官司
龍江索倫山設治局,龍江,索倫山設治局
湖廣行中書省橫州,湖廣行中書省,橫州
昆明市昆明市轄區,昆明市,昆明市轄區
信德府安國軍節度,信德府,安國軍節度
四川下川南分巡道,四川,下川南分巡道
山東布政司東平府,山東布政司,東平府
湖廣下江防分守道,湖廣,下江防分守道
江西諸南昌分巡道,江西諸,南昌分巡道
山東諸青州兵備道,山東諸,青州兵備道
江西諸南瑞分守道,江西諸,南瑞分守道
大連市大連市轄區,大連市,大連市轄區
宋代封國封洋川郡,宋代封國封,洋川郡
甘南藏族自治臨潭,甘南藏族自治,臨潭
廣東都指廣州右衛,廣東都指,廣州右衛
陝西行中書靜寧州,陝西行中書,靜寧州
江浙行中書衢州路,江浙行中書,衢州路
浙江省諸道甌海道,浙江省諸道,甌海道
雲南省騰越直隸廳,雲南省,騰越直隸廳
天津省市天津市縣,天津省市,天津市縣
巴音郭楞蒙古博湖,巴音郭楞蒙古,博湖
雲南諸瀾滄兵備道,雲南諸,瀾滄兵備道
山西行都指關山衛,山西行都指,關山衛
德安府安遠軍節度,德安府,安遠軍節度
大理白族自治劍川,大理白族自治,劍川
玉樹藏族自治玉樹,玉樹藏族自治,玉樹
安順州西堡長官司,安順州,西堡長官司
浙江都指杭州右衛,浙江都指,杭州右衛
湖廣上荊南分巡道,湖廣,上荊南分巡道
雲南布政司蒙化府,雲南布政司,蒙化府
鎮江路鎮江錄事司,鎮江路,鎮江錄事司
松潘阿用簇長官司,松潘,阿用簇長官司
山東布政司登州府,山東布政司,登州府
宋代封國封郡崇國,宋代封國封郡,崇國
雲南行中書柏興州,雲南行中書,柏興州
湖廣諸武昌分巡道,湖廣諸,武昌分巡道
雲南布政司澂江府,雲南布政司,澂江府
哲里木盟扎魯特旗,哲里木盟,扎魯特旗
焦作市焦作市轄區,焦作市,焦作市轄區
河北道室韋都督府,河北道,室韋都督府
貴州布政司銅仁府,貴州布政司,銅仁府
山西都指太原前衛,山西都指,太原前衛
雲南布政司鎮沅府,雲南布政司,鎮沅府
慶遠府慶遠軍節度,慶遠府,慶遠軍節度
宋代封國封郡房國,宋代封國封郡,房國
宋代封國封郡唐國,宋代封國封郡,唐國
江西省吉南贛寧道,江西省,吉南贛寧道
湖廣行中書省容州,湖廣行中書省,容州
甘肅省涇州直隸州,甘肅省,涇州直隸州
雲南省瀘水行政區,雲南省,瀘水行政區
阿壩藏族羌族茂縣,阿壩藏族羌族,茂縣
