office_name,dynasty_index
同管勾成都府利州陝西等路茶事兼提舉陝西等路買馬監牧公事,15
同提舉成都府利州陝西等路茶場公事兼提舉陝西買馬監牧公事,15
都大提舉成都府利州等路茶事兼提舉四川等路買馬監牧公事,15
怯憐口諸色民匠達魯花赤并管領上都納綿提舉司達魯花赤,18
管領本投下大都等路打捕鷹房諸色人匠都總管府提控案牘,18
管領隨路打捕鷹房諸色民匠怯憐口總管府提控案牘兼照磨,18
怯憐口諸色民匠達魯花赤并管領上都納綿提舉司提控案牘,18
管領本投下大都等路打捕鷹房諸色人匠都總管府達魯花赤,18
總領四川財賦軍馬錢糧所幹辦行在分差戶部利州糧料院,15
管領本投下大都等路打捕鷹房諸色人匠都總管府副總管,18
都大提舉成都府利州陝西等路兼提舉陝西等路買馬公事,15
總領四川財賦軍馬錢糧所幹辦行在分差戶部魚關糧料院,15
怯憐口諸色民匠達魯花赤并管領上都納綿提舉司副長官,18
累朝御製文集聖學心法及四書五經性理大全總視經理官,19
管領本位下打捕鷹房民匠等戶都總管府提控案牘兼照磨,18
管領本投下大都等路打捕鷹房諸色人匠都總管府譯史,18
管領本投下大都等路打捕鷹房諸色人匠都總管府總管,18
管領本投下大都等路打捕鷹房諸色人匠都總管府知事,18
管領本投下大都等路打捕鷹房諸色人匠都總管府奏差,18
管理圓明園八旗包衣三旗官兵進班併該處鳥槍營事務,20
工部右侍郎工部錢法侍郎工部右侍郎兼管錢法堂事務,20
管領本投下大都等路打捕鷹房諸色人匠都總管府同知,18
管領本投下大都等路打捕鷹房諸色人匠都總管府令史,18
隨路諸色民匠打捕鷹房等戶都總管府提控案牘兼照磨,18
怯憐口諸色民匠達魯花赤并管領上都納綿提舉司長官,18
怯憐口諸色民匠達魯花赤并管領上都納綿提舉司同知,18
管領本投下大都等路打捕鷹房諸色人匠都總管府典吏,18
管領隨路打捕鷹房諸色民匠怯憐口總管府達魯花赤,18
管領本位下打捕鷹房民匠等戶都總管府副達魯花赤,18
管領隨路諸色民匠打捕鷹房等戶總管府達魯花赤,18
管領本位下打捕鷹房民匠等戶都總管府達魯花赤,18
會同辦理關內外鐵路事宜襄辦京畿善後營務事宜,20
管領隨路打捕鷹房諸色民匠怯憐口總管府副總管,18
管領隨路打捕鷹房諸色民匠怯憐口總管府知事,18
管領隨路打捕鷹房諸色民匠怯憐口總管府總管,18
右翊蒙古侍衛亲军都指挥使司承發架閣兼照磨,18
隨路諸色民匠打捕鷹房等戶都總管府達魯花赤,18
左翊蒙古侍衛亲军都指揮使司承發架閣兼照磨,18
總領湖廣江西京西路財賦湖北京西軍馬錢糧所,15
加持節招討西京兼防御蒲潼兩關兵馬節度等使,6
管領隨路打捕鷹房諸色民匠怯憐口總管府同知,18
會辦雲南通省團練創設團營並創辦鹽捐各事宜,20
考試宗室八旗文會試並翻譯會試監馬步射大臣,20
隨路諸色民匠打捕鷹房等戶都總管府知印通事,18
管領隨路諸色民匠打捕鷹房等戶總管府副總管,18
管領隨路打捕鷹房諸色民匠怯憐口總管府司吏,18
管領諸路怯憐口民匠都總管府提控案牘兼照磨,18
管領本位下打捕鷹房民匠等戶都總管府副總管,18
管領隨路打捕鷹房諸色民匠怯憐口總管府經歷,18
管領隨路諸色民匠打捕鷹房等戶總管府知事,18
管領隨路諸色民匠打捕鷹房等戶總管府司吏,18
秦鳳路馬步軍都部署兼經略安撫沿邊招討使,15
管領本位下打捕鷹房民匠等戶都總管府經歷,18
管領隨路諸色民匠打捕鷹房等戶總管府同知,18
淮南江浙荊湖制置茶鹽礬稅兼都大發運都监,15
管領本位下打捕鷹房民匠等戶都總管府令史,18
管領本位下打捕鷹房民匠等戶都總管府知事,18
管領打捕鷹房民匠達魯花赤總管府達魯花赤,18
管領本位下打捕鷹房民匠等戶都總管府知印,18
管領本位下打捕鷹房民匠等戶都總管府總管,18
宗仁蒙古侍衛親軍都指揮使司蒙古字学教授,18
管領本位下打捕鷹房民匠等戶都總管府譯史,18
管理圓明圓八旗內務府包衣三旗官兵處大臣,20
管領本位下打捕鷹房民匠等戶都總管府同知,18
淮南江浙荊湖制置發運使兼經制兩浙江東路,15
重書累朝及恭睿献皇帝寶訓實錄總視經理官,19
管領本位下打捕鷹房民匠等戶都總管府通事,18
會辦蒙古礦務會同督辦蒙古礦務金廠監辦官,20
鷹房諸色人匠怯憐口萬戶府提控案牘兼照磨,18
涇原路馬步軍都部署兼經略安撫沿邊招討使,15
鄜延路馬步軍都部署兼經略安撫沿邊招討使,15
環慶路馬步軍都部署兼經略安撫沿邊招討使,15
管領本位下打捕鷹房民匠等戶都總管府判官,18
總覈稽察旗綠各營馬步練軍文案糧餉營務處,20
管領隨路諸色民匠打捕鷹房等戶總管府總管,18
怯憐口諸色民匠打捕鷹房都總管府達魯花赤,18
隨路諸色民匠打捕鷹房等戶都總管府同知,18
隨路諸色民匠打捕鷹房等戶都總管府經歷,18
工部營繕司員外郎兼屯田司司務廳料估所,20
君主特派欽差駐箚中華便宜行事全權大臣,20
管領隨路諸色民匠達魯花赤等官達魯花赤,18
蒙古漢軍西番軍民元帥府蒙古奧魯相副官,18
制置淮南江浙荊湖茶鹽礬稅兼都大發運事,15
管理兩翼前鋒營八旗護軍營練兵事務大臣,20
淮南江浙荊湖制置茶鹽礬稅兼都大發運使,15
隨路諸色民匠打捕鷹房等戶都總管府令史,18
管理三陵包衣佐領下官員執事太監等事務,20
同知衛指揮使司事同知南昌衛指揮使司事,18
管理圓明園八旗包衣三旗並鳥槍事務大臣,20
左翊蒙古侍衛亲军都指揮使司副都指揮使,18
管領打捕鷹房民匠達魯花赤總管府副總管,18
考試貼寫筆帖式翻譯官滿洲助教閱卷大臣,20
隨路諸色民匠打捕鷹房等戶都總管府知事,18
左翊蒙古侍衛亲军都指揮使司蒙古字教授,18
隨路諸色民匠打捕鷹房都總管府提控案牘,18
隨路諸色民匠打捕鷹房都總管府達魯花赤,18
隨路諸色民匠打捕鷹房等戶都總管府譯史,18
銀青光祿大夫國子祭酒兼監察御史武騎尉,15
陜西馬步軍都部署兼經略安撫沿邊招討使,15
怯憐口諸色民匠打捕鷹房都總管府都總管,18
宣慰使司都元帥府烏思藏管蒙古軍都元帥,18
怯憐口諸色民匠打捕鷹房都總管府副總管,18
隨路諸色民匠打捕鷹房等戶都總管府總管,18
隨路諸色民匠打捕鷹房等戶都總管府奏差,18
右翊蒙古侍衛亲军都指挥使司副都指揮使,18
都大提舉成都府利州秦鳳熙河等路茶場司,15
右翊蒙古侍衛亲军都指挥使司蒙古字教授,18
宗仁蒙古侍衛親軍都指揮使司副都指揮使,18
忠翊侍衛行軍千戶所一十翼副達魯花赤,18
怯憐口諸色民匠打捕鷹房都總管府知印,18
管領隨路打捕鷹房民匠總管府達魯花赤,18
左翊蒙古侍衛亲军都指揮使司都指揮使,18
左翊蒙古侍衛亲军都指揮使司儒學教授,18
隨路諸色民匠打捕鷹房都總管府都總管,18
管理圓明園八旗包衣三旗官兵事務大臣,20
怯憐口諸色民匠打捕鷹房都總管府知事,18
同陜西馬步軍都部署兼經略安撫招討使,15
管領隨路打捕納綿民匠長官司達魯花赤,18
管領隨路諸色民匠達魯花赤等官副總管,18
怯憐口諸色民匠打捕鷹房都總管府奏差,18
高宗純皇帝實錄聖訓尊藏本校勘覆勘官,20
管領隨路打捕鷹房民匠總管府提控案牘,18
錦衣衛堂衛承禧見都指揮使同錦衣同知,19
管領諸路怯憐口民匠都總管府達魯花赤,18
怯憐口諸色民匠打捕鷹房都總管府經歷,18
內場監試掌山西道事巡視中城監察御史,20
河東朔方軍・河西隴右軍試覆屯交兵使,6
種田打捕鷹房民匠等戶萬戶府提控案牘,18
管領打捕鷹房民匠達魯花赤總管府同知,18
怯憐口諸色民匠打捕鷹房都總管府照磨,18
宗仁蒙古侍衛親軍都指揮使司儒學教授,18
宗仁蒙古侍衛親軍都指揮使司怯里馬赤,18
管領打捕鷹房民匠達魯花赤總管府知事,18
管領打捕鷹房民匠達魯花赤總管府總管,18
隨路諸色民匠打捕鷹房都總管府副總管,18
圓明園八旗內務府三旗護軍營總統大臣,20
提舉常平廣惠倉兼管勾農田水利差役事,15
管領怯憐口諸色民匠都總管府提控案牘,18
右翊蒙古侍衛亲军都指挥使司儒學教授,18
右翊蒙古侍衛亲军都指挥使司都指揮使,18
隨路打捕鷹房諸色民匠總管府達魯花赤,18
怯憐口諸色民匠打捕鷹房都總管府通事,18
怯憐口諸色民匠打捕鷹房都總管府令史,18
怯憐口諸色民匠打捕鷹房都總管府典吏,18
怯憐口諸色民匠打捕鷹房都總管府譯史,18
怯憐口諸色民匠打捕鷹房都總管府同知,18
蒙古漢軍西番軍民上千戶所達魯花赤,18
管領打捕鷹房民匠達魯花赤總管府吏,18
龍翊侍衛親軍都指揮使司副都指揮使,18
鴻臚寺少卿銜充提督會同四譯館事務,20
隨路打捕鷹房諸色民匠總管府副總管,18
管領怯憐口諸色民匠都總管府副總管,18
隨路諸色民匠打捕鷹房都總管府知事,18
中書分省右司郎中行中書省右司郎中,18
統常備警察馬步各營並掌管左司印務,20
隨路諸色民匠打捕鷹房都總管府同知,18
宗仁蒙古侍衛親軍都指揮使司指揮使,18
管理圓明園八旗內務府三旗官兵大臣,20
管理圓明園八旗內務府三旗官兵進班,20
稽查正黃旗滿洲旗務工科掌印給事中,20
管理正白旗漢軍新營舊營房事務大臣,20
管領隨路打捕鷹房民匠總管府副總管,18
隨路諸色民匠打捕鷹房都總管府經歷,18
隨路諸色民匠打捕鷹房都總管府令史,18
陜西四路都部署經略安撫沿邊招討使,15
管領隨路蒙古漢人軍民都總管府判官,18
隨路諸色民匠打捕鷹房都總管府奏差,18
管領隨路諸色民匠達魯花赤等官總管,18
都大提舉成都府利州陜西等路茶事司,15
淮南江浙荊湖都大制置茶鹽发运副使,15
江浙京湖淮廣福建等路都大發運使司,15
總理薊州昌平保定三鎮練兵事總兵官,19
虎賁親軍都指揮使司承發架閣兼照磨,18
阿哈探馬兒諸色人匠總管府達魯花赤,18
提舉措置江淮荊浙福建廣東路銅事所,15
宣慰使司都元帥府納里速古兒孫元帥,18
蒙古漢軍西番軍民上千戶所新附千戶,18
蒙古漢軍西番軍民元帥府蒙古奧魯官,18
考試盛京宗室覺羅官學漢教習閱卷官,20
忠翊侍衛行軍千戶所一十翼達魯花赤,18
西域親軍都指揮使司承發架閣兼照磨,18
鷹房諸色人匠怯憐口萬戶府達魯花赤,18
管領諸路怯憐口民匠都總管府副總管,18
管領隨路諸色民匠達魯花赤等官同知,18
隨路打捕鷹房諸色民匠總管府同知,18
管領怯憐口諸色民匠都總管府典吏,18
河北兵馬大元帥府都統制五軍兵馬,15
打捕鷹房納綿等戶總管府提控案牘,18
宗仁蒙古侍衛親軍都指揮使司僉事,18
都大管幹成都府等路茶馬事兼司馬,15
保和殿覆試直各省鄉舉人閱卷大臣,20
管領怯憐口諸色民匠都總管府經歷,18
隨路打捕鷹房諸色民匠總管府總管,18
管領怯憐口諸色民匠都總管府管勾,18
管領隨路打捕鷹房民匠總管府經歷,18
管領隨路打捕鷹房民匠總管府令史,18
宣慰使司都元帥府擔裏管軍招討使,18
候補三品京堂協理開辦資政院事務,20
查明西陵應修各工及核計錢糧數目,20
直隸總督鹽政兼北洋通商事務大臣,20
打捕鷹房納綿等戶提領所達領花赤,18
打捕鷹房納綿等戶總管府達魯花赤,18
管領隨路打捕鷹房民匠總管府總管,18
管領隨路打捕鷹房民匠總管府知事,18
總領兩淮浙西江東財賦軍馬錢糧所,15
打捕鷹房民匠等戶總管府提控案牘,18
管理鑲紅旗漢軍新舊營房事務大臣,20
內務府管理三旗銀兩莊頭處員外郎,20
稽查正黃旗滿洲旗務掌道監察御史,20
隨路打捕鷹房諸色民匠總管府知事,18
左翊蒙古侍衛亲军都指揮使司僉事,18
左翊蒙古侍衛亲军都指揮使司通事,18
左翊蒙古侍衛亲军都指揮使司譯史,18
左翊蒙古侍衛亲军都指揮使司鎮撫,18
左翊蒙古侍衛亲军都指揮使司知事,18
馬步官兵及外調各軍駐紮辦理防務,20
考試滿洲翻譯文童彈壓左翼副都統,20
宗仁蒙古侍衛親軍都指揮使司經歷,18
浙江東路提舉鹽事司分司幹辦公事,15
宗仁蒙古侍衛親軍都指揮使司令史,18
奉御二十四員所尚飾兼尚輦副奉御,18
管勾兖州仙源縣景靈宮太極觀公事,15
宗仁蒙古侍衛親軍都指揮使司知印,18
宗仁蒙古侍衛親軍都指揮使司知事,18
宗仁蒙古侍衛親軍都指揮使司照磨,18
宗仁蒙古侍衛親軍都指揮使司譯史,18
稽查正紅旗滿洲旗務掌道事務御史,20
管領怯憐口諸色民匠都總管府同知,18
管領怯憐口諸色民匠都總管府照磨,18
管領怯憐口諸色民匠都總管府通事,18
左翊蒙古侍衛亲军都指揮使司典吏,18
管領怯憐口諸色民匠都總管府譯史,18
蒙古漢軍西番軍民元帥府達魯花赤,18
左翊蒙古侍衛亲军都指揮使司經歷,18
内供奉三教講論賜紫引駕起居大德,6
宗仁蒙古侍衛親軍都指揮使司鎮撫,18
打捕鷹房民匠等戶總管府達魯花赤,18
江浙京湖淮廣福建等路都大發運使,15
管領怯憐口諸色民匠都總管府知事,18
龍翊侍衛親軍都指揮使司怯里馬赤,18
總督漕運兼提督軍務巡撫鳳陽等處,19
左翊蒙古侍衛亲军都指揮使司令史,18
右翊蒙古侍衛亲军都指挥使司通事,18
右翊蒙古侍衛亲军都指挥使司譯史,18
右翊蒙古侍衛亲军都指挥使司鎮撫,18
右翊蒙古侍衛亲军都指挥使司知事,18
右翊蒙古侍衛亲军都指挥使司知印,18
右翊蒙古侍衛亲军都指挥使司典吏,18
右翊蒙古侍衛亲军都指挥使司令史,18
右翊蒙古侍衛亲军都指挥使司經歷,18
都大提舉成都府永興軍等路榷茶司,15
管領怯憐口諸色民匠都總管府令史,18
右翊蒙古侍衛亲军都指挥使司僉事,18
阿哈探馬兒諸色人匠總管府副總管,18
忠翊侍衛行軍千戶所一十翼副千戶,18
於懋勤殿侍皇十三子皇十四子讀書,20
打捕民匠等戶總管府提控案牘照磨,18
龍翊侍衛親軍都指揮使司都指揮使,18
管領怯憐口諸色民匠都總管府總管,18
管領怯憐口諸色民匠都總管府奏差,18
管領隨路打捕納綿民匠長官司長官,18
閱看各省武鄉試中試武舉覆試大臣,20
淮東淮西屯田打捕總管府提控案牘,18
蒙古漢軍奧魯軍民千戶所達魯花赤,18
掌辦理危藏噶隆事務多羅貝勒銀印,20
水陸運使江淮水陸運使江淮水陸使,6
總領浙西江東財賦淮東軍馬錢糧所,15
步軍統領衙門兼辦司員額外上行走,20
打捕鷹房臙粉人戶總管府達魯花赤,18
管理兩翼前鋒八旗護軍營事務大臣,20
管領怯憐口諸色民匠都總管府知印,18
種田打捕鷹房民匠等戶萬戶府知事,18
鷹房諸色人匠怯憐口萬戶府副萬戶,18
鄂州江陵府駐扎御前諸軍副都統制,15
巡視兩淮鹽課並兼兌漕糧監察御史,20
考試宗室覺羅官學漢教習閱卷大臣,20
打捕鷹房納綿等戶提舉司達魯花赤,18
翻譯錄科閱卷大臣翻譯錄科副考官,20
種田打捕鷹房民匠等戶萬戶府令史,18
種田打捕鷹房民匠等戶萬戶府經歷,18
提舉陜西等路買馬監牧司勾當公事,15
種田打捕鷹房民匠等戶萬戶府萬戶,18
城將軍兼管右衛歸化城土默特官兵,20
會試知貢舉考試各官學教習閱卷官,20
管領諸路怯憐口民匠都總管府總管,18
管領諸路怯憐口民匠都總管府知事,18
管領諸路怯憐口民匠都總管府同知,18
管領諸路怯憐口民匠都總管府譯史,18
管領諸路怯憐口民匠都總管府經歷,18
管領諸路怯憐口民匠都總管府令史,18
左翊蒙古侍衛亲军都指揮使司知印,18
步軍統領衙門兼辦司員上額外行走,20
都大提舉在京諸司庫務司勾當公事,15
總督兼充辦理通商事務南洋大臣,20
打捕鷹房民匠等戶總管府副總管,18
勾當通進銀臺事兼門下封駁公事,15
打捕鷹房納綿等戶提領所副提領,18
左監門衛翊中郎將府錄事參軍事,6
兵部車駕司額外主事上學習行走,20
護理直隸提督印務記名堪勝總兵,20
諸色人匠怯憐口千戶所達魯花赤,18
諸色人匠納綿戶提舉司達魯花赤,18
詳定一司敕令所都大提舉諸司官,15
武衛親軍都指揮使司副都指揮使,18
中郎將右鷹揚衛率府懷化大將軍,6
經略安撫都總管司書寫機宜文字,15
經略安撫都總管司管勾機宜文字,15
派考宗室大考翎緞閱宗室應封卷,20
回回砲手軍匠上萬戶府提控案牘,18
隨路諸色民匠都總管府提控案牘,18
打捕鷹房納綿等戶提舉司副提舉,18
淮南江浙荊湖都大制置發運使司,15
藏印議約參贊西藏查辦事件大臣,20
禮部儀制司員外郎充儀制司掌印,20
隨路諸色人匠都總管府提控案牘,18
打捕鷹房臙粉人戶總管府首領官,18
覆試順天及各直省鄉試閱卷大臣,20
太禧宗禋院副使兼奉贊神御殿事,18
行都督府僉事山西行都督府同知,19
左監門衛翊中郎將府胄曹參軍事,6
左監門衛翊中郎將府兵曹參軍事,6
黃龍府侍衛親軍馬步軍都指揮使,16
西域親軍都指揮使司副都指揮使,18
稽查倉並稽查甲米俸米進城事務,20
阿哈探馬兒諸色人匠總管府總管,18
蒙古漢軍奧魯軍民千戶所副千戶,18
會考陸軍遊學畢業學生主試大臣,20
回回砲手軍匠上萬戶府達魯花赤,18
四川總領所分差戶部魚關糧料院,15
長安左街保壽寺文章應制内供奉,6
怯憐口諸色人匠提舉司達魯花赤,18
打捕鷹房怯憐口千戶所達魯花赤,18
水師提標後營左哨頭司額外外委,20
行諸路金玉人匠總管府提控案牘,18
屯田左右手千戶所二翼達魯花赤,18
鷹房諸色人匠怯憐口萬戶府萬戶,18
鷹房諸色人匠怯憐口萬戶府經歷,18
太常禮儀院照磨兼管勾承發架閣,18
阿哈探馬兒諸色人匠總管府知事,18
諸路金玉人匠總管府副達魯花赤,18
阿哈探馬兒諸色人匠總管府同知,18
京畿都漕運使司提控案牘兼照磨,18
欽差大臣查閱直隸山東沿海口岸,20
右領軍衛翊中郎將府兵曹參軍事,6
工部虞衡清吏司郎中虞衡司郎中,20
管理鑲黃正黃等旗新舊營房大臣,20
奉御二十四員所尚飾兼尚輦奉御,18
太禧宗禋院同知兼佐儀神御殿事,18
太禧宗禋院同僉兼肅治神御殿事,18
督操營務處會辦右翼營部隊幫統,20
忠翊侍衛行軍千戶所一十翼千戶,18
忠翊侍衛行軍千戶所一十翼彈壓,18
忠翊侍衛行軍千戶所一十翼百戶,18
考試滿洲翻譯充場內督理稽察官,20
織染雜造人匠都總管府達魯花赤,18
左羽林軍翊中郎將府兵曹參軍事,6
翰林天文局司辰額内瞻望局學生,15
軍機大臣總理各國事務衙門行走,20
行營節度諸軍都統招討處置等使,6
親軍都指揮使司副都指揮使二員,18
打捕鷹房納米麴提舉司達魯花赤,18
打捕鷹房納錦等戶提領所副提領,18
拔貢補行覆試優貢朝考閱卷大臣,20
宣宗皇帝實錄稽考▫對并催纂官,19
鷹房諸色人匠怯憐口萬戶府知事,18
鷹房諸色人匠怯憐口萬戶府譯史,18
隨路諸色民匠都總管府達魯花赤,18
權發遣提舉三司帳司勾院磨勘司,15
管理新營房并城內營房事務大臣,20
虎賁親軍都指揮使司副都指揮使,18
同知點檢侍衛親軍馬步司都點檢,16
管理圓明園八旗內務府三旗事務,20
都大經制熙河蘭會路邊防財用司,15
科爾沁部扎薩克博多勒噶台親王,20
欽派文淵閣校理充庶常館小教習,20
織染雜造人匠都總管府提控案牘,18
左金吾衛翊中郎將府兵曹參軍事,6
給事中所左侍儀奉御同修起居注,18
給事中所右侍儀奉御同修起居注,18
撰擬經史國朝掌故各國歷史講義,20
會同五城御史辦理團防保甲事宜,20
右金吾衛翊中郎將府兵曹參軍事,6
洪澤屯田千戶趙國宏翼達魯花赤,18
護送恩嬪金棺查看橋粱道路大臣,20
太禧宗禋院僉院兼祗承神御殿事,18
左領軍衛翊中郎將府兵曹參軍事,6
打捕鷹房納綿等戶提舉司同提舉,18
鄂州江陵府駐扎御前諸軍都統制,15
蒙古漢軍西番軍民上千戶所千戶,18
蒙古漢軍西番軍民上千戶所百戶,18
幫辦貴州省城軍需糧餉總局事宜,20
行諸路金玉人匠總管府達魯花赤,18
右羽林軍翊中郎將府兵曹參軍事,6
怯憐口皮局人匠提舉司提控案牘,18
御前都統司軍級以下九等統兵官,15
三禮義疏副總裁官三禮館副總裁,20
宣慰使兼管軍萬戶府照磨兼管勾,18
打捕鷹房納綿等戶總管府都總管,18
總理各國事務衙門額內漢章京,20
總理各國事務衙門額外漢章京,20
管帶本軍右翼步隊營後隊領官,20
怯憐口皮局人匠提舉司同提舉,18
打捕鷹房民匠等戶總管府同知,18
直隸總督兼北洋大臣兼管鹽政,20
都護府照磨兼承發架閣庫管勾,18
總理各國事務衙門章京上行走,20
考試國子監蒙古司業閱卷大臣,20
打捕鷹房納綿等戶總管府經歷,18
勘處湖廣貴州夷情右副都御史,19
戶部山東司幫主稿北檔房總辦,20
總理各國事務衙門大臣上行走,20
蒙古漢軍奧魯軍民千戶所千戶,18
蒙古漢軍奧魯軍民千戶所總把,18
管理八旗火器營漢軍三品參領,20
打捕鷹房納綿等戶提舉司吏目,18
打捕鷹房納綿等戶提舉司司吏,18
打捕鷹房納綿等戶提舉司提舉,18
知通進銀臺司兼門下封駁公事,15
御前忠佐軍頭引見司祗候軍員,15
龍翊侍衛親軍都指揮使司令史,18
龍翊侍衛親軍都指揮使司僉事,18
專一勾當天源河調節入內水勢,15
洪澤屯田千戶趙國宏翼副千戶,18
虎賁親軍都指揮使司都指揮使,18
殿前司捧日天武四廂都指揮使,15
兆惠隊內專管巴里坤以外臺站,20
左翼前鋒統領續辦事前鋒參領,20
龍翊侍衛親軍都指揮使司譯史,18
龍翊侍衛親軍都指揮使司照磨,18
龍翊侍衛親軍都指揮使司鎮撫,18
龍翊侍衛親軍都指揮使司知事,18
龍翊侍衛親軍都指揮使司知印,18
稽查火藥局值班官兵事務大臣,20
管理圓明園八旗包衣三旗事務,20
參知行省事行中書省參知政事,18
祭告炎帝陵舜陵故事祭告使臣,20
武鄉試武會試磨勘弓刀石大臣,20
打捕鷹房臙粉人戶總管府奏差,18
大行皇帝遺詔頒發朝鮮國正使,20
蒙古回回水軍萬戶府提控案牘,18
織染雜造人匠都總管府副總管,18
同管勾經制熙河路邊防財用事,15
左驍衛翊中郎將府兵曹參軍事,6
龍翊侍衛親軍都指揮使司經歷,18
考試清字翻譯貼寫中書副考官,20
內史府照磨兼管勾承發架閣庫,18
太史院秋官正兼冬官正中官正,18
考試進士館畢業學員閱卷大臣,20
考試錄科及翻譯童生搜檢大臣,20
管理新營房城內官房事務大臣,20
權管勾三司都理欠憑由司公事,15
西域親軍都指揮使司儒學教授,18
隨路諸色民匠都總管府副總管,18
典瑞院照磨兼管勾承發架閣庫,18
協理京管南京都察院右都御史,19
手號軍人打捕千戶所達魯花赤,18
手號軍人打捕千戶所上副千戶,18
稽察欽奉上諭事件處兼理大臣,20
考試盛京宗室覺羅官學漢教習,20
考試滿洲八旗翻譯文童主考官,20
左武衛翊中郎將府兵曹參軍事,6
打捕鷹房納綿等戶總管府同知,18
打捕鷹房納綿等戶總管府知事,18
打捕鷹房納錦等戶提領所提領,18
詳定一司敕令所都大提舉諸司,15
管理正白旗滿洲蒙古漢軍事務,20
蒙古回回水軍萬戶府達魯花赤,18
安西四鎮節度副大使封常清幕,6
翻譯舉人覆試新貢士閱卷大臣,20
民戶水陸事產提舉司達魯花赤,18
憲政公會北京本部常務委員長,20
太禧宗禋院使都典制神御殿事,18
太禧宗禋院院判供應神御殿事,18
諸司局人匠總管府副達魯花赤,18
阿哈探馬兒諸色人匠總管府吏,18
打捕民匠等戶總管府達魯花赤,18
欽差查勘大臣統帶馬步隊官兵,20
京師高等檢察廳檢察長三品銜,20
右驍衛翊中郎將府兵曹參軍事,6
右武衛翊中郎將府兵曹參軍事,6
提領榷貨務都茶場所幹辦公事,15
侍衛親軍司馬步軍副都指揮使,6
管理正黃旗滿洲新舊營房大臣,20
瑞思殿御前文字外庫書寫文字,15
王府諮議參軍彭王府諮議參軍,6
西域親軍都指揮使司達魯花赤,18
戶部廣東司兼陜西司學習主事,20
諸路金玉人匠總管府達魯花赤,18
三等參贊官出使英義比國大臣,20
酒課提舉司印造鹽茶等引大使,18
酒課提舉司印造鹽茶等引副使,18
粘杆頭等侍衛續辦事侍衛班領,20
駐防右翼鑲紅旗蒙古前鋒旗長,20
本投下達魯花赤官署達魯花赤,18
打捕鷹房納綿等戶大使司大使,18
打捕鷹房納綿等戶大使司副使,18
將軍衙門隨印右翼九品筆帖式,20
護軍統領續辦事章京護軍參領,20
打捕鷹房納綿等戶總管府治中,18
打捕鷹房怯憐口千戶所副千戶,18
怯憐口諸色人匠提舉司副提舉,18
都大提點坑冶鑄錢司幹辦公事,15
金玉民匠稻田提舉司達魯花赤,18
庫倫金礦總辦官督辦蒙古礦務,20
淮東淮西屯田打捕總管府司吏,18
淮東淮西屯田打捕總管府知事,18
回回砲手軍匠上萬戶府副萬戶,18
蒙古漢軍奧魯軍民千戶所百戶,18
會試後舉人補行覆試閱卷大臣,20
隨路諸色人匠都總管府副總管,18
江淮荊浙閩廣等路經制發運使,15
侍衛親軍司馬步軍副都指揮使,15
蒙古漢軍西番軍民元帥府經歷,18
怯憐口諸色人匠提舉司首領官,18
怯憐口諸色人匠提舉司同提舉,18
親軍都指揮使司承發架閣照磨,18
錢糧總管府甘思瓮吉剌滅吉思,18
提舉義勇保甲司兼提點刑獄司,15
馬步軍龍衛神衛四廂都指揮使,15
西域親軍都指揮使司都指揮使,18
南京侍衛親軍馬步軍都指揮使,16
提舉陜西等路監牧及買馬公事,15
河南府副元帥李光弼行軍司馬,6
兵部武庫清吏司提督武學主事,20
打捕鷹房臙粉人戶總管府令史,18
打捕鷹房臙粉人戶總管府譯史,18
打捕鷹房臙粉人戶總管府總管,18
稽查欽奉上諭事件處管理大臣,20
稽查欽奉上諭事件處兼理大臣,20
稽查欽奉上諭事件處委署主事,20
行諸路金玉人匠總管府副總管,18
河北行營糧料使于皋謨之判官,6
閱看翻譯庶吉士散館試卷大臣,20
打捕鷹房民匠等戶總管府令史,18
淮東淮西屯田打捕總管府經歷,18
打捕鷹房納綿等戶提舉司都目,18
同管干丹坊慶成軍管界捉賊使,15
總理新軍營務文案兼講堂監督,20
蒙古漢軍西番軍民元帥府同知,18
蒙古漢軍西番軍民元帥府元帥,18
蒙古漢軍西番軍民元帥府鎮撫,18
蒙古漢軍西番軍民元帥府知事,18
盤查內銀庫緞疋庫顏料庫大臣,20
旗籍司貼寫筆帖式上學習行走,20
總辦督練公所參謀處兼教練處,20
考試國子監學正學錄閱卷大臣,20
考試漢軍翻譯筆帖式閱卷大臣,20
南京侍衛親軍馬步軍都指揮使,15
財賦都總管府照磨兼提控案牘,18
打捕鷹房民匠等戶總管府譯史,18
打捕鷹房民匠等戶總管府照磨,18
打捕鷹房民匠等戶總管府知事,18
打捕鷹房民匠等戶總管府總管,18
打捕鷹房民匠等戶總管府奏差,18
武衛親軍都指揮使司達魯花赤,18
武衛親軍都指揮使司都指揮使,18
幫辦理刑司蒙民交涉刑名事務,20
打捕鷹房納綿等戶提舉司部役,18
三稅及總理各國事務衙門行走,20
三品京堂協理開辦資政院事務,20
諸色戶計都達魯花赤達魯花赤,18
諸色戶計都達魯花赤提控案牘,18
諸色人匠納綿戶提舉司同提舉,18
諸色人匠怯憐口千戶所副千戶,18
喀賽因諾顏部札薩克和碩親王,20
喀土謝圖汗部札薩克多羅郡王,20
磨勘外省翻譯試卷并專司稽察,20
查旗御史稽察鑲白旗漢軍事務,20
打捕鷹房納綿等戶總管府府判,18
